breakfast;afternoon.tea;evening;after.lunch;after.dinner;anytime;home;work;tearoom;friends;restaurant;pub;variety;how;sugar;format;place.of.purchase;type;sex;profession;sport;age;age_Q;frequency;exotic;spirituality;good for health;diuretic;friendliness;iron absorption;feminine;refined;slimming;stimulant;relaxant;no.effect.health;words
not.breakfast;Not.afternoon.t;evening;after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet+loose;supermarket;known.brand;M;employee;sporty;26;25-34;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,refined,stimulant,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;cheapest;M;manual labourer;not.sporty;23;15-24;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;not.relaxant;no.effect.health;stimulant,effect-on-health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;not.home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet+loose;supermarket;known.brand;F;student;not.sporty;22;15-24;1/day;not.exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,friendliness,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;loose;specialist.shop;luxury;M;other work;sporty;45;45-59;1/day;not.exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,refined
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;loose;supermarket;varies;M;employee;not.sporty;36;35-44;more than 2/day;not.exotic;spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,refined,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;anytime;not.home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;lemon;sugar;sachet;supermarket;known.brand;M;employee;sporty;27;25-34;1 to 2/week;not.exotic;spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;refined;slimming;stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,refined,slimming,stimulant,relaxing
not.breakfast;Not.afternoon.t;evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;not.sugar;sachet;supermarket+specialist.;varies;M;manual labourer;sporty;18;15-24;1/day;exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,friendliness,refined,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;green;nothing.added;not.sugar;sachet;specialist.shop;luxury;M;unemployed;sporty;61;60 and +;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;healthy,diuretic,feminine,refined,stimulant,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet;supermarket;known.brand;M;management;sporty;56;45-59;1/day;not.exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy
breakfast;afternoon.tea;not.evening;not.after.lunch;after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;sugar;sachet+loose;supermarket+specialist.;known.brand;M;employee;not.sporty;25;25-34;1/day;exotic;spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,refined,stimulant,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;loose;specialist.shop;luxury;M;management;sporty;50;45-59;1 to 2/week;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;no.effect.health;healthy,diuretic,friendliness,refined,stimulant,effect-on-health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet+loose;supermarket+specialist.;luxury;M;unemployed;sporty;29;25-34;1/day;exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;no.effect.health;escape-exoticism,spirituality,healthy,friendliness,relaxing,effect-on-health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;tearoom;friends;restaurant;not.pub;flavoured;other;sugar;sachet;supermarket;known.brand;M;employee;sporty;20;15-24;1 to 2/week;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;no.effect.health;healthy,friendliness,refined,relaxing,effect-on-health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet;supermarket;known.brand;M;other work;sporty;32;25-34;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;friendliness,refined,stimulant
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;milk;not.sugar;loose;supermarket;luxury;M;unemployed;not.sporty;71;60 and +;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;relaxant;not.without.effect.health;healthy,diuretic,friendliness,stimulant,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;tearoom;friends;not.restaurant;pub;black;lemon;not.sugar;sachet+loose;supermarket+specialist.;varies;M;unemployed;not.sporty;65;60 and +;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,feminine,stimulant
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;lemon;sugar;loose;specialist.shop;luxury;M;unemployed;not.sporty;61;60 and +;1 to 2/week;exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,friendliness,feminine,refined,relaxing
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;sugar;loose;supermarket;varies;M;employee;not.sporty;27;25-34;3 to 6/week;exotic;not.spirituality;not.good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,refined,stimulant
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;M;employee;sporty;21;15-24;1/day;exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;relaxant;no.effect.health;escape-exoticism,spirituality,healthy,friendliness,feminine,relaxing,effect-on-health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;sugar;loose;specialist.shop;luxury;M;senior management;sporty;31;25-34;more than 2/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;iron absorption;not.feminine;refined;slimming;stimulant;relaxant;not.without.effect.health;healthy,friendliness,iron-absorption,refined,slimming,stimulant,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;green;milk;not.sugar;sachet;specialist.shop;luxury;M;employee;sporty;30;25-34;1 to 2/week;not.exotic;not.spirituality;not.good for health;diuretic;not.friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;relaxant;no.effect.health;diuretic,feminine,relaxing,effect-on-health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet;supermarket;varies;M;student;not.sporty;55;45-59;3 to 6/week;exotic;not.spirituality;not.good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;not.relaxant;no.effect.health;escape-exoticism,diuretic,effect-on-health
breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket+specialist.;varies;M;employee;sporty;19;15-24;more than 2/day;exotic;spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,refined,stimulant,relaxing
breakfast;Not.afternoon.t;not.evening;after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;not.friends;restaurant;pub;flavoured;lemon;not.sugar;sachet;supermarket;varies;M;unemployed;sporty;26;25-34;more than 2/day;exotic;spirituality;good for health;not.diuretic;not.friendliness;iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,iron-absorption,refined,stimulant
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;black;milk;sugar;sachet;supermarket;known.brand;M;senior management;sporty;47;45-59;more than 2/day;exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,slimming,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet+loose;supermarket;varies;M;employee;sporty;28;25-34;1 to 2/week;exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;no.effect.health;escape-exoticism,healthy,feminine,refined,stimulant,effect-on-health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;M;student;sporty;23;15-24;more than 2/day;not.exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,friendliness,refined,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;milk;sugar;sachet;supermarket;known.brand;M;management;sporty;22;15-24;1/day;exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,healthy,slimming,stimulant
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;tearoom;not.friends;restaurant;pub;flavoured;lemon;not.sugar;loose;specialist.shop;luxury;M;unemployed;sporty;70;60 and +;1/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,feminine,refined,slimming,relaxing
breakfast;afternoon.tea;evening;after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;restaurant;not.pub;flavoured;lemon;not.sugar;sachet+loose;supermarket;known.brand;M;employee;sporty;27;25-34;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;healthy,diuretic,friendliness,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet+loose;specialist.shop;varies;M;manual labourer;not.sporty;27;25-34;1/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,refined,stimulant
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;M;employee;sporty;23;15-24;3 to 6/week;exotic;spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,diuretic,refined,stimulant,relaxing
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;not.sugar;sachet+loose;supermarket+specialist.;luxury;M;senior management;sporty;45;45-59;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;slimming;stimulant;not.relaxant;no.effect.health;healthy,diuretic,friendliness,slimming,stimulant,effect-on-health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;tearoom;not.friends;not.restaurant;not.pub;black;milk;not.sugar;sachet+loose;supermarket+specialist.;varies;M;senior management;not.sporty;29;25-34;1/day;not.exotic;spirituality;not.good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;no.effect.health;spirituality,diuretic,friendliness,feminine,refined,stimulant,effect-on-health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet;supermarket;varies;F;employee;not.sporty;45;45-59;more than 2/day;exotic;spirituality;good for health;diuretic;not.friendliness;iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,diuretic,iron-absorption,refined,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet+loose;specialist.shop;luxury;F;employee;not.sporty;25;25-34;more than 2/day;not.exotic;spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;spirituality,healthy,diuretic,refined,stimulant
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;sugar;sachet;supermarket;known.brand;F;employee;not.sporty;37;35-44;1/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,feminine,refined,stimulant
not.breakfast;afternoon.tea;evening;after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;not.sugar;loose;specialist.shop;luxury;F;student;sporty;25;25-34;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,refined
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;milk;not.sugar;sachet;supermarket;known.brand;F;unemployed;not.sporty;41;35-44;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,feminine,refined
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet+loose;supermarket;known.brand;F;employee;sporty;45;45-59;1/day;exotic;spirituality;good for health;diuretic;not.friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,diuretic,feminine,refined,stimulant
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;shop.brand;F;student;sporty;15;15-24;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;not.stimulant;relaxant;not.without.effect.health;healthy,diuretic,friendliness,feminine,refined,slimming,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet+loose;supermarket+specialist.;varies;F;senior management;sporty;25;25-34;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;tearoom;friends;not.restaurant;not.pub;flavoured;milk;not.sugar;sachet+loose;supermarket+specialist.;varies;F;unemployed;sporty;51;45-59;1/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,refined,stimulant
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet+loose;supermarket;varies;F;employee;not.sporty;50;45-59;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,feminine,refined,relaxing
breakfast;afternoon.tea;evening;after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;varies;F;senior management;sporty;38;35-44;3 to 6/week;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;healthy,friendliness,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;milk;sugar;sachet;supermarket;known.brand;F;employee;not.sporty;25;25-34;1 to 2/week;exotic;not.spirituality;not.good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;relaxant;no.effect.health;escape-exoticism,diuretic,friendliness,feminine,refined,stimulant,relaxing,effect-on-health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;sugar;loose;supermarket+specialist.;varies;F;management;sporty;49;45-59;1/day;exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,refined,relaxing
breakfast;afternoon.tea;not.evening;after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;restaurant;pub;flavoured;lemon;not.sugar;sachet;supermarket+specialist.;known.brand;F;unemployed;not.sporty;52;45-59;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,feminine
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;tearoom;friends;restaurant;not.pub;flavoured;milk;not.sugar;sachet+loose;supermarket+specialist.;luxury;F;manual labourer;not.sporty;40;35-44;more than 2/day;exotic;not.spirituality;good for health;not.diuretic;friendliness;iron absorption;feminine;refined;not.slimming;stimulant;relaxant;no.effect.health;escape-exoticism,healthy,friendliness,iron-absorption,feminine,refined,stimulant,relaxing,effect-on-health
not.breakfast;Not.afternoon.t;not.evening;after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet+loose;supermarket+specialist.;luxury;F;student;sporty;23;15-24;1/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,stimulant,relaxing
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;not.pub;flavoured;milk;not.sugar;sachet+loose;supermarket;known.brand;F;employee;not.sporty;54;45-59;1/day;exotic;not.spirituality;good for health;diuretic;not.friendliness;iron absorption;feminine;not.refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,iron-absorption,feminine
not.breakfast;Not.afternoon.t;evening;after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;milk;sugar;sachet+loose;supermarket+specialist.;varies;F;unemployed;sporty;26;25-34;more than 2/day;exotic;spirituality;not.good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,refined,stimulant,relaxing
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;not.sugar;sachet+loose;supermarket+specialist.;varies;F;unemployed;not.sporty;21;15-24;more than 2/day;not.exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;spirituality,healthy,friendliness
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;employee;sporty;21;15-24;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,feminine,relaxing
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;milk;not.sugar;sachet+loose;supermarket+specialist.;varies;F;management;sporty;50;45-59;more than 2/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,feminine,refined,relaxing
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;not.sporty;40;35-44;more than 2/day;not.exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,friendliness,refined,relaxing
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;work;tearoom;friends;not.restaurant;not.pub;flavoured;milk;sugar;loose;specialist.shop;luxury;F;management;not.sporty;40;35-44;1/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,feminine,refined,relaxing
breakfast;afternoon.tea;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet+loose;specialist.shop;luxury;F;student;not.sporty;21;15-24;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;no.effect.health;friendliness,feminine,refined,effect-on-health
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;sporty;31;25-34;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,feminine,refined,relaxing
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;restaurant;pub;flavoured;nothing.added;sugar;sachet+loose;supermarket+specialist.;varies;M;student;sporty;21;15-24;more than 2/day;not.exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;friendliness,relaxing
not.breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;tearoom;friends;restaurant;not.pub;flavoured;lemon;sugar;sachet+loose;supermarket+specialist.;varies;F;employee;not.sporty;24;15-24;3 to 6/week;not.exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;friendliness
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;not.sugar;sachet+loose;supermarket+specialist.;varies;F;student;not.sporty;20;15-24;more than 2/day;not.exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;spirituality,healthy,friendliness,feminine,refined,stimulant,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;M;management;sporty;34;25-34;1/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,refined,slimming,relaxing
not.breakfast;Not.afternoon.t;evening;after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;restaurant;not.pub;flavoured;nothing.added;not.sugar;loose;supermarket;varies;M;management;sporty;33;25-34;3 to 6/week;not.exotic;not.spirituality;not.good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;diuretic,friendliness,refined,stimulant,relaxing
